,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
4708,503.967053476545,665.4211476715484,3378.7607683372617,25782.841679716443,53,9,Yes,Yes,311.42708643481814
4709,3802.587750802726,1314.165304843349,238.5642943456794,15729.833319371732,87,16,Yes,Yes,371.3717022131017
4710,9099.503821194094,3292.5072660506485,2519.841834619949,49403.68494944693,15,8,Yes,No,838.3991012914076
4711,7639.618993016143,67.84867055541598,4064.8308816047306,68282.79754613736,97,31,Yes,No,782.9097021788983
4712,6449.9606252250205,163.82333419629558,3191.581913759962,29551.59637195401,84,33,Yes,Yes,658.0209165639786
4713,7278.473295918115,1930.123674497908,3292.5355301660325,69336.46043395123,19,44,Yes,No,804.2005002726328
4714,9393.119259548952,2994.1213799444185,722.1776005728341,47996.66520917112,4,10,Yes,Yes,734.2918507633896
4715,656.7935931468234,2201.992558216886,2688.940789548696,36554.41789422243,78,47,No,Yes,462.842422624314
4716,4763.402138239033,3394.309571658607,3789.2110975436317,33761.693549303454,51,45,Yes,Yes,782.7561607328162
4717,5545.6590965976,577.713323839794,1085.3861043124666,21076.11221199679,44,32,No,No,485.9014312903563
4718,116.23050544253728,459.2907801837984,2789.362634339861,59679.600898024946,141,45,No,Yes,388.02929869030464
4719,6786.4780643220065,2578.4313278806776,777.2830942404034,37421.42150771314,169,6,No,Yes,656.5976994107705
4720,1754.696091181426,3760.033092042755,3611.328323602767,63337.08168061437,111,45,Yes,No,678.7144796666685
4721,9257.749336484112,2647.830453822579,2336.253776837281,28989.658245398245,74,2,Yes,Yes,813.5921923893399
4722,217.47073464859992,771.2376297639081,2446.42257204204,18540.699603699253,179,4,Yes,No,304.78664079549316
4723,3813.4973840678344,2651.63026970037,4420.767998958811,61167.26352696166,14,33,Yes,Yes,693.6536628571534
4724,4907.962923020423,543.1850780759714,4815.498791553623,10797.96609040552,198,30,Yes,Yes,737.4261483860506
4725,7460.054061216684,3919.788738400368,1527.1338552657448,75704.19406556606,136,11,No,Yes,812.7199664583084
4726,907.2046196169254,527.9540253304915,1396.8566174234659,53451.242246507296,9,23,No,No,231.1064684315356
4727,993.5002647018451,1874.2873146347179,4234.937799922385,24782.601463024184,76,9,No,Yes,461.3139611886789
4728,1378.8150150272354,1168.155934786595,2495.5471711655296,68432.01455331955,84,23,No,No,398.7200357846398
4729,2940.934937286928,232.81241021124032,938.1547888292612,14638.594984109102,197,49,No,Yes,441.6517263312302
4730,9910.623083151017,435.0520353691662,4664.087943561729,34906.93914709291,188,12,No,Yes,950.349153496649
4731,4418.540672478909,2260.7591177828363,3689.110442233707,50042.99186755941,25,6,No,No,605.9899607626321
4732,8594.298366623156,3514.881227692071,1912.7077346683973,63362.49115433856,98,0,No,No,822.9030997162776
4733,9229.117073120246,2797.5449057162527,1469.4176101742794,17956.09732233639,114,29,Yes,Yes,848.0145073060859
4734,3386.6699422725005,1733.8650707795443,4800.276501495838,64075.08053729268,120,6,No,Yes,644.6453673319777
4735,8021.222721009591,1100.9155304759036,2047.20160209656,50296.38637688124,19,1,No,Yes,627.1882213403121
4736,8490.21261416118,3871.517224877331,419.1572848824997,35706.30862652941,68,42,Yes,Yes,816.5771950528623
4737,1178.7316357906484,2334.266950288373,3456.2144505354695,16778.290410345988,113,30,Yes,No,514.5689669364893
4738,1633.2435763104513,3077.3907183483857,1786.5665095951365,72806.40576457983,169,43,No,No,564.7328385387232
4739,4887.069017125818,94.99769700541604,107.60094901562536,39894.30774970244,42,6,Yes,No,319.7792076724051
4740,9209.979385673469,2881.80024893807,4978.486147035415,81232.81325881179,87,49,No,No,1104.0148593618376
4741,1352.4593275232837,1826.55010064096,1360.5783751588394,51177.79949538774,152,46,No,No,448.96090397577535
4742,2928.6096463284157,568.1832863143333,1225.1465224765893,49771.47941710611,196,15,No,No,413.4371418534285
4743,8557.510611007045,3378.084752130595,2259.6562602724302,74216.37578192474,12,26,No,Yes,847.4968037039787
4744,8012.396150741042,733.5289455950232,1910.5993604769599,17548.786790810937,141,42,No,No,744.1667022069621
4745,943.8550436064254,1874.2683202812836,3713.160748993906,51198.549728155514,125,24,Yes,No,499.60148606488184
4746,6712.477277111254,2560.472282966974,326.752881289986,74502.61308815528,114,7,No,Yes,612.9119218668126
4747,226.44629044806712,2368.6704065415124,4571.291954819739,29012.54080967513,82,11,No,No,475.4565756590898
4748,3454.48215719091,3811.2649055877732,3162.549521750846,55487.39016440108,194,45,Yes,No,787.8362878897422
4749,4464.5730325480245,2322.796299425318,1240.045438234174,11205.51982109922,65,5,No,No,477.7506375181655
4750,6416.165429659269,1181.4494328831906,4200.962458934244,76793.75832978876,114,13,Yes,Yes,757.8626937535305
4751,6922.399951532339,3204.529967728986,4731.3210012183445,75888.10004306462,120,18,No,No,934.7342568470666
4752,3650.282071010719,3515.077362136217,3322.25286991362,29578.499600394964,144,38,Yes,Yes,738.3721647324898
4753,359.8865508251782,2806.148090528113,4303.34806817383,29394.330647991046,20,44,Yes,Yes,528.7667451288257
4754,5044.19939007815,2904.684381248487,255.83436177290633,14495.934632312928,121,23,Yes,Yes,554.6469336145813
4755,4458.537187660884,2535.1659336114,1348.4472530179153,42586.037745676185,110,43,Yes,Yes,615.2781685718492
4756,8513.106332411584,4001.154049639547,965.0894897784439,24386.238267355497,63,29,Yes,No,819.6917903457719
4757,3748.135622966907,745.4956749002897,3710.1325678805624,74130.92503903959,59,2,No,No,511.84484861370026
4758,3392.5543509360846,654.4598652109926,2014.152721508055,24587.81589576471,119,31,No,No,469.8050623917537
4759,9013.75057263238,3627.497959279681,2134.202578717844,57107.44541344578,121,10,No,No,895.5304345612525
4760,3409.0443992579408,3227.0149269101084,4014.9904418194765,71026.73775114237,152,42,Yes,Yes,779.2956359983243
4761,5960.942949129946,2468.279088920757,3684.7407250198326,43258.485344863686,43,46,No,No,792.8341096725037
4762,3638.418564284695,3914.0125694913763,4474.776510561918,82816.40616608338,135,41,Yes,Yes,846.4899878055951
4763,7439.958497866867,2306.448449625651,1833.3803364724415,68918.28468585554,15,11,No,Yes,675.037076204963
4764,1586.0973251999947,3780.3322189322475,1631.6352741596422,69036.11597045821,152,12,No,No,511.36920986529344
4765,9256.026407949434,964.2664157726466,1763.6338848669518,39852.636069990964,125,23,No,No,771.4774789880385
4766,979.7422060885361,1873.394341874971,2529.1081906708505,14621.59381867739,62,9,Yes,No,352.44281109936475
4767,2885.7185053367575,506.4949753941661,4427.133469441374,35098.74013253582,109,33,No,No,574.8132511141629
4768,8176.807807968422,1944.9933188726825,3524.661389825931,76294.2672540798,101,22,No,No,864.7991632496847
4769,1527.9015332024694,1650.5295857672036,2899.587095539249,11165.116790104123,87,31,Yes,No,451.2375257759665
4770,7553.915109129359,1511.5770597357578,2496.0200014777515,79844.57036895797,50,28,No,Yes,737.6940742446501
4771,6874.494127899316,1322.5755581587778,2885.6390385888603,48238.837009632516,197,21,No,Yes,767.0811048171253
4772,6030.817397455628,1067.0485196114191,3987.4637190987405,14798.424971571854,172,18,Yes,No,738.0580386388698
4773,2505.048332925494,3233.562367575314,4316.960832043495,60972.21287400174,193,48,No,No,781.1943728719806
4774,5717.718287650032,448.1122932669186,1617.0734034599643,63970.57956953951,36,25,No,No,515.314131723596
4775,2895.4745522171543,3351.242280582614,4045.4177033276505,14406.549639312288,166,5,No,No,664.6843210675285
4776,1606.010836395631,896.8344243178941,4319.035237309102,77389.45507816639,52,14,Yes,Yes,465.3937018513001
4777,2322.5183438091003,1128.662691042697,3681.0369385155736,51149.780523164445,127,39,No,No,565.1947546624993
4778,3056.993484375392,1172.723650980289,634.1903889443461,16228.23749427431,95,43,No,No,411.3270603917672
4779,315.6650687658425,36.47767487126895,208.99412865185144,29543.64959250031,47,41,No,Yes,158.10740389881556
4780,6213.398834265977,2150.15110553849,3591.1758219332323,61810.86707585235,116,23,No,Yes,780.8950982739237
4781,83.57292802254216,1328.9959044768925,1360.6879044883945,40604.60899683124,26,37,Yes,Yes,262.77755086356296
4782,8394.935200930342,369.1099135808316,106.11173786187081,58935.265160078845,147,6,Yes,No,583.5201114392635
4783,9130.21601183558,2126.165152309171,3908.313841450671,67782.83729399418,104,35,No,Yes,972.84596389069
4784,1682.6214892439818,1329.4910584553093,3217.0185629683006,43469.628206485766,77,45,Yes,Yes,498.4179607034837
4785,4867.499815168375,2323.2328693923578,1887.554514115912,59142.29822198806,0,38,No,Yes,591.2135037846729
4786,5874.636934700589,2151.95637815435,3968.659515331357,75718.3223456376,25,34,No,No,764.2591488676328
4787,958.3902344382412,2375.9091979750406,2450.2287013241853,16668.899658615264,166,43,No,Yes,506.06485719166676
4788,509.6679649248199,2873.667237153126,1833.3720395484243,11478.55516749124,188,36,No,Yes,468.4366476347372
4789,3712.9678008130136,1651.3407870695344,3982.633888254228,57020.90119659562,1,47,No,No,633.2932715228529
4790,5260.920786768136,2851.0607418005306,2899.2983378126514,63470.26866553926,119,29,No,No,744.1851424591579
4791,8399.082938890828,1450.1234104847483,3684.9992630195156,28174.771535076707,15,34,Yes,Yes,819.4648264591757
4792,9043.619156900173,166.78852950557598,1508.3221879933194,43667.48208664098,199,46,No,Yes,796.7572625821476
4793,9522.153435669672,2011.3590417390828,3500.917942527311,28151.276772553854,167,15,No,No,939.4560231419115
4794,5436.19328112907,1011.9860522766724,4996.298950060179,31220.011297454905,106,42,Yes,No,783.9352101446963
4795,468.60553105284,1698.4399994383052,3950.6129694162437,64947.92503403158,131,14,Yes,No,465.5669535112454
4796,6698.431330888605,1565.9778321846989,474.6965535021768,54306.079232496886,27,3,No,Yes,503.69473763105776
4797,1496.3272299056039,3851.819812227632,1354.6442434646144,69171.83579279156,114,2,No,Yes,451.82999460589826
4798,6591.770177747846,717.458018675394,665.7544881238497,23121.04269423627,41,29,Yes,Yes,516.8324207554409
4799,5669.899722041598,1508.811878524501,3138.431896302125,60703.580562461415,25,10,Yes,Yes,613.9316754929625
4800,902.2920919667723,3673.854589184892,2978.7812640081675,26580.58518655818,141,35,Yes,No,573.6811733256143
4801,6832.781981752101,3579.5141838614895,445.99635947755445,80520.15375421284,166,23,No,No,745.7248037381095
4802,1832.6117136328762,536.8287942587664,4103.6882724381,32601.223093277604,40,49,Yes,Yes,498.93149717890856
4803,7763.085534788594,1563.1228535347102,1624.6505932160037,11399.156004526,77,25,No,Yes,683.3633655254655
4804,8224.98572500639,2642.297169419272,807.3123459459157,9810.529512408488,46,31,Yes,Yes,713.5206586606928
4805,765.8643120744383,1843.5432752815107,5010.533225257129,43840.75104303931,115,27,No,Yes,560.1481222252156
4806,8875.69638321806,2640.5538611588267,4085.9827947096123,26323.561293650368,200,15,No,Yes,988.9509724418716
4807,6935.751127840331,1190.6215231494791,4269.848995221818,62060.30248693198,29,6,Yes,Yes,721.5448518893359
4808,3272.4160438966182,2753.7116233671313,754.3440520199983,11491.895106274405,110,45,Yes,Yes,523.0314400374551
4809,2112.6037342908558,3647.435022263067,4000.9382626935553,68494.26454073141,83,4,No,No,610.1352810548557
4810,6071.073136916151,268.2018534769519,4722.9756012129665,54631.82932892435,115,7,Yes,No,699.9726310490955
4811,9833.24526704278,2694.099626565776,4142.050936278822,22890.38033980051,12,17,No,No,944.9281850484238
4812,5798.210758525239,3145.137500147334,2902.007922969927,63948.09879622903,154,20,Yes,No,787.5317302526215
4813,4772.36698737029,2560.8442029270414,4907.817766440598,50139.68236999025,189,13,Yes,No,814.7234658306498
4814,3522.168788374931,983.2978186942289,1313.8149810140296,19997.664614819085,28,13,Yes,Yes,362.66662082127715
4815,3574.129972207641,1467.368199821281,2729.1428108213095,55297.70028926461,97,27,No,No,553.6428144571819
4816,6752.773599717396,1216.802763425639,3084.285335140819,81420.82403755482,17,38,No,Yes,717.8681059952997
4817,584.6151796677947,2506.1276641104164,843.9691485834837,43311.75806715306,31,27,Yes,No,303.58940062984834
4818,8898.444830939121,3364.3210729693997,1800.53701727105,81254.71887450693,168,12,No,No,896.5961653864418
4819,7629.26190253029,330.24177460614345,3208.1013855712995,80040.04766520354,73,6,No,No,684.2724901621967
4820,3250.960720373485,662.3922786955487,3091.205714060585,27788.45511261495,8,21,No,Yes,441.7725950650302
4821,1273.229272959343,422.7305960041743,492.4331335726006,63217.36003621712,194,47,Yes,No,352.01422238174234
4822,3149.4093725669554,1234.110644635498,985.8326713462084,73988.87462110871,135,33,No,Yes,462.00195230952755
4823,6821.338211067897,2256.279577372494,5047.042568280653,35839.88409258751,85,22,Yes,Yes,871.0395932175494
4824,4808.147839389907,1355.399451379515,2735.019310017334,81130.71604345416,186,47,Yes,Yes,715.8614566185383
4825,5473.756821171688,3925.7302023504913,1546.497943028815,53196.58505325508,193,6,No,No,721.3878536120782
4826,4017.238255292228,1680.0435232967798,2313.075400714702,61582.85153215646,161,8,Yes,Yes,560.2712798715055
4827,8833.31626059581,605.1900053217023,253.1872223010955,38836.38894814995,74,14,Yes,No,596.7500306552005
4828,2131.8209134065896,274.7270678421991,2098.875449045493,52036.41109107496,158,18,No,Yes,392.0766142676064
4829,4644.8087492534805,137.84316759089444,4586.018464395902,72774.04369640665,130,5,No,Yes,621.5370161327788
4830,8250.009223137276,2874.46953887498,1809.8108698920366,64069.20305717658,26,19,Yes,Yes,767.6967843621284
4831,3325.954028370663,2405.5055037994643,2264.919747612821,38865.28775932064,179,39,No,No,628.6463798439878
4832,1614.3284468811005,3924.644963683157,4439.997893954935,76283.34636290323,65,30,Yes,No,673.6209068764241
4833,7438.778398030204,296.8659668316873,2275.1823086914724,80832.9486099494,3,30,Yes,Yes,634.2481442972474
4834,6521.139952870627,3774.3429484940975,2468.2914161578715,62654.65728798038,84,20,No,No,795.09490696332
4835,9848.52317943734,2359.9292021514184,3716.0736600497785,17201.430213615306,109,34,No,Yes,992.5384767606004
4836,4876.936604518087,175.31897570114884,993.4493737273785,45507.67296291388,196,37,No,No,528.7238383974577
4837,9786.570533525566,2364.998708366345,513.8913310634207,76300.26156131695,165,11,Yes,No,812.1638487211287
4838,9938.145376084272,1365.1063994238275,2722.429290460426,69176.8360820208,49,37,Yes,Yes,882.9128233775875
4839,6029.9438643601125,739.2938678177561,2000.4249507742034,12087.495538201852,98,13,Yes,Yes,555.6835513956703
4840,6761.791916637285,2434.72211446242,974.913755109556,45215.66524110371,177,20,Yes,No,697.1928015666603
4841,3756.442759301254,949.9317361405779,1712.5149088980152,31605.024027799573,65,40,No,Yes,480.1677378544149
4842,8300.461599794706,2314.9963002097948,3767.4704136209148,57179.68235711879,196,37,No,No,982.13459265088
4843,3060.6764689972174,3369.879940851424,118.90316583896879,44811.82381595207,69,26,No,Yes,457.2649107942564
4844,6330.868298271949,3744.924421373161,2154.8010947279704,58655.403147118355,61,43,Yes,Yes,802.0442638766103
4845,5702.65330269011,1122.4755738026347,2637.0854367908523,74499.35930302003,96,11,No,No,613.9168401192451
4846,5439.947448836915,648.4222435299093,3629.6929343653737,22613.750329213006,145,40,No,Yes,701.4914910209411
4847,101.5194213812085,210.8435957585699,1069.624639821911,75196.08456881829,194,15,Yes,Yes,246.23530395445954
4848,9631.61070984215,843.9950996691598,2003.9773023716562,30555.77144399892,67,42,No,Yes,804.605552303722
4849,6756.325620950872,2517.9354891533126,2357.8277031525417,60423.79288429397,103,24,No,Yes,753.5253716978845
4850,1493.3870887575222,3857.4615776207856,539.3088072776845,13506.432222182695,134,0,No,No,390.6005433238125
4851,2108.7855216909043,2232.9029903602186,233.83624543448101,67546.78097332308,27,12,Yes,Yes,309.0813732341947
4852,9278.672723038753,3074.491425084346,4526.425780749672,8996.760946519626,73,12,No,No,974.5628949626944
4853,8893.439459940262,3255.688950965287,5003.126004815602,60620.98049237122,140,44,No,Yes,1118.3431481391094
4854,1832.216499976501,2407.4644862505706,655.6760895781343,34443.53104013881,28,29,No,No,352.60914559894064
4855,9147.343320011347,3064.5596754892817,1339.6457095500296,8387.291810806106,100,50,Yes,No,885.210870118628
4856,1303.0854080809336,298.2433316937938,698.6376131961946,28580.087591441647,8,3,No,No,146.00691858237764
4857,5964.930887581825,2273.1117716836316,2757.656762484073,77508.41084169917,83,3,No,Yes,671.2626689742577
4858,4227.754477872577,3114.880885872924,4067.2540721112236,35989.42083341212,174,48,Yes,Yes,830.8040329001207
4859,7878.220878630374,2276.310577626702,4152.778838181949,39833.859223142616,85,7,Yes,Yes,845.6292802039179
4860,5990.516739419686,3256.912162012457,4337.50900365122,39472.74512445812,170,4,No,No,848.6260103556424
4861,2940.4751352169187,2569.4537799296736,1483.8008840438404,16348.55440182474,42,48,No,Yes,508.3556969823938
4862,3687.132283859873,1353.1467179118406,1834.1526226044512,54293.907945254745,154,9,Yes,No,494.27336440854214
